zip,qualified,kw_total
25405,2205,49740
25413,606,6293
25420,36,364.25
25428,1623,32494.5
25430,370,11149.5
25504,527,9939.75
25507,219,5431.75
25530,1516,22583.75
25535,483,8028.5
25537,49,1102
25701,5993,114428.75
25702,2659,52018.25
25703,1611,46584
25704,4518,75344.75
25705,5522,91341
25755,29,2759
25801,12257,230174.75
25813,1932,39673.5
25823,135,1813
25825,38,395.25
25827,808,13973.75
25832,1435,19141.75
25871,63,668.75
25873,69,1333.5
25878,101,1067
25880,417,6114
25909,11,184.25
25911,27,247.25
25918,1184,16792.25
25921,251,3136
25989,86,1134.75
26035,73,1130.5
26037,1505,21736.25
26047,669,8888.25
26062,2199,41017.25
26070,1639,26324.25
26101,12006,218915.75
26104,3923,59687.75
26105,4184,78539.5
26150,1311,29121.75
26181,336,4997.25
26501,5036,94810.75
26505,8403,163261.25
26506,9,1408.75
26508,5826,98593.5
26534,204,4453.5
26541,22,285.25
26542,7,79.25
26546,21,144.25
26719,7,88.25
26753,2057,30666.25
26767,433,5336.25
27006,14,268.5
27009,344,3854
27010,8,54.25
27012,4633,96024
27019,5,78.75
27023,936,14221.5
27040,2840,35343.5
27045,495,24198.5
27050,44,532.75
27051,2461,36475.75
27052,10,114.5
27101,5670,150853.5
27103,10513,265889.5
27104,7026,105094.75
27105,12837,290419
27106,10803,200193
27107,14023,269583.25
27109,37,4896.5
27110,29,3226.75
27127,11838,181387
27201,2,11.5
27214,1527,54197.5
27215,10624,275677.75
27217,6807,130034
27233,133,1960.25
27235,1704,44031.75
27244,1778,42615.75
27249,2125,31757.5
27253,4545,97354.5
27258,1082,22800
27260,7689,319014.5
27262,7200,153608.5
27263,7058,281825
27265,15811,280936
27278,12,162.5
27282,5043,90606.75
27284,18409,377805.75
27292,5535,149241.5
27295,2555,55666.5
27299,336,8379.75
27301,736,10488.5
27302,308,3578.75
27305,10,237
27310,2598,36341
27311,13,271.25
27313,1115,20441.5
27315,6,85.75
27317,540,10278.25
27357,40,1106
27358,2264,31735.25
27360,3941,75354.75
27370,201,7558.5
27376,281,6258.25
27377,352,5996
27401,5399,135133.75
27403,4560,85958
27405,14267,281689.25
27406,17713,382355.75
27407,12456,331857.25
27408,4663,96562
27409,4788,349650
27410,14367,314689.75
27412,73,12748.25
27455,6804,88172.5
27502,9801,133283
27504,987,22827
27510,1755,34928.25
27511,6225,117911
27513,9528,169541.25
27514,3016,92308.5
27516,5254,71280
27517,4353,79415.5
27518,5237,103737
27519,10550,142116.75
27520,7371,122574.5
27521,67,661.5
27523,1885,34461.75
27526,5822,98620.25
27527,1057,18414.75
27529,10972,239274.5
27530,6707,173198
27531,103,13320.25
27534,5988,153900.5
27539,6417,103884.75
27540,9945,124371.5
27545,6804,88938.75
27560,7871,257582.5
27562,360,10903.5
27587,3388,63508.75
27591,671,11096.5
27592,1588,19554
27596,64,663
27599,54,6047.25
27601,1881,56363.25
27603,12788,287169.75
27604,10434,245468
27605,836,22649.25
27606,7348,162432.5
27607,4195,125282.75
27608,2766,41912.25
27609,5079,155339.25
27610,16036,271421.25
27612,6563,122125.5
27613,8790,103383.5
27614,8695,119366.75
27615,8180,144001.25
27616,10092,189993.75
27617,5016,122981.75
27656,8,960
27701,3920,84240
27703,13537,322749.5
27704,8824,164001.5
27705,7147,170098.75
27707,8060,155083
27708,19,3524.5
27709,281,35656
27710,83,13870
27711,18,2635.75
27712,3389,46816.75
27713,11662,222997.5
27801,5105,94028
27803,6581,119371
27804,9263,270896.25
27809,301,7434.5
27812,4,59
27822,893,16852.25
27828,6,69.25
27834,8498,315504.25
27837,140,1489.25
27851,23,988.5
27856,8,108.75
27858,11201,224613.5
27863,141,2312.75
27878,79,752
27884,11,124.5
27893,9447,270518.5
27896,4745,69550
28012,7002,152388.25
28016,2328,47463
28023,416,9851.25
28025,12188,206687.75
28027,17438,424794.5
28031,9339,142834
28032,1102,12836
28033,24,246.75
28034,3115,63966.75
28036,2461,44555.75
28037,1916,40689
28038,2,16.25
28041,22,361.25
28052,9010,222032.25
28054,10489,231932.25
28056,7956,134335
28072,13,644.75
28073,227,9554.75
28075,6050,105517.75
28078,18280,300625.75
28079,11318,179014.5
28080,261,8971.5
28086,3021,75259.5
28092,5187,176580.5
28098,1394,33404
28101,91,4665
28104,9992,160167.5
28105,10970,219426.5
28107,602,15271.5
28108,4,60.75
28110,14053,336255
28112,4812,94994.25
28115,9385,200680.75
28117,11399,239951.5
28120,6462,107892.25
28125,15,143.75
28134,3668,141217.5
28138,336,4157.25
28144,8222,180068.5
28146,7408,143000.5
28147,4541,134396
28150,3426,94095.75
28152,2891,79720.75
28159,929,18261.5
28164,1826,27445.25
28166,172,10446.5
28168,6,32.25
28173,13313,202258
28202,726,56315.75
28203,2474,82585.5
28204,932,42957.25
28205,7703,159841.75
28206,2940,181309
28207,1718,27568.5
28208,7801,331391.5
28209,3958,80695
28210,9790,184459.75
28211,6007,113099.75
28212,5633,113878
28213,9316,162941.75
28214,12447,203623.25
28215,12377,159029.75
28216,14872,294945.25
28217,5588,239580.5
28223,22,8974.75
28226,10098,140808.5
28227,13118,206717.75
28228,23,5532.75
28244,2,339.5
28262,7602,202598.5
28269,20639,407550.75
28270,8196,122156.25
28273,9630,510898.75
28274,34,2930.25
28277,18473,294062.5
28278,8165,128665.25
28280,2,825.25
28281,5,450.5
28282,1,109.75
28284,3,335.5
28285,2,550
28301,5546,154047.25
28303,8639,214488.25
28304,11963,213670.25
28305,1808,29031.5
28306,13584,300112.75
28307,3332,121490.75
28308,358,34299
28310,755,69610.75
28311,8973,162278.25
28312,5724,120059.5
28314,13133,264545.75
28315,1813,53234
28326,1,8.25
28327,414,9287
28333,313,3930.75
28334,4680,135233
28339,1598,32411
28348,11483,206362.5
28357,0,
28358,7162,199217
28360,982,32518
28371,1554,26954
28372,6,59
28373,276,3576.5
28374,2512,46839.75
28376,1021,16242.75
28387,2227,66179.5
28390,3029,64009.5
28391,55,1032
28394,8,1231.75
28395,72,1371.5
28401,7619,192773.25
28403,8455,222742.25
28405,10014,259964
28409,11061,149081.25
28411,12156,169872.5
28412,11218,229025
28420,36,1298
28422,609,12869.25
28428,3475,54840.5
28429,1207,14516.5
28449,1590,23051.75
28451,137,2392.25
28460,1,3.75
28461,1837,29435
28462,4465,60989.75
28465,4599,54323
28467,3436,58718
28468,2371,40285
28469,3948,64139.25
28470,2082,59109
28479,35,449.25
28480,1658,30130.25
28513,18,279.75
28539,88,1114.25
28540,12774,267102.75
28543,898,29155.25
28544,1435,25461.75
28546,12843,263143.25
28547,2093,121474
28555,1,6
28590,6338,109642.25
28601,8795,263844.25
28602,5133,249812.5
28610,629,49112.25
28612,1188,31741.25
28613,3759,182542.25
28619,35,674.5
28625,4015,168012
28630,2823,73731.75
28637,605,23910.5
28638,1580,45790
28645,5427,212002.5
28650,1351,42547.75
28655,6603,172102.75
28658,4098,146318.75
28667,59,440
28677,6886,206429.5
28681,281,8359.75
28690,1624,51715.75
28701,362,5190.25
28715,2340,44238.5
28728,25,7496.75
28730,304,3942
28748,225,3315
28778,472,13295.75
28787,2196,51866.75
28801,3634,92381.5
28803,4378,104142.5
28804,6082,109079.25
28805,4551,94601.5
28806,11708,209019.75
28810,9,1002
29016,2651,56157.5
29020,3100,76163
29033,4559,99544.5
29036,1076,13513.75
29039,212,4151.25
29040,367,5383.5
29044,41,855
29045,7231,104868.5
29053,6654,95483.25
29058,0,
29061,2457,40103.25
29063,8334,122325
29072,18520,321575
29073,17083,234075.25
29078,4832,111752.25
29115,6393,178599
29118,1843,59475.75
29123,2554,42665
29150,8773,244206.5
29152,29,1261
29153,1566,66753.75
29154,2279,64724.75
29160,1869,34329.25
29161,133,4908.5
29169,7932,178718.25
29170,8693,180368
29172,3668,106260.5
29201,5161,231961.25
29203,10800,238741.25
29204,4864,97873.25
29205,6508,92694.75
29206,4904,112013.5
29207,371,43413
29208,60,7005.5
29209,11616,267979.75
29210,7620,224930.5
29212,8829,158268.75
29214,10,1594.5
29215,1,276.25
29217,13,288.25
29218,2,1024
29220,3,736.5
29223,14924,305917.25
29226,1,26
29229,16321,213452.25
29301,10102,298584
29302,5395,124949.5
29303,7730,328876.25
29306,4423,95368.75
29307,6335,166668.5
29316,8863,155893.75
29320,7,50.5
29323,839,14291.5
29329,25,216.25
29330,893,18664.5
29334,4796,215460.75
29346,88,845.75
29349,6763,139542.5
29365,4286,81259.25
29369,4712,71138
29376,1863,51722.75
29377,31,282.5
29378,15,1092.5
29385,3052,66581.75
29388,851,12269.75
29401,3105,70894.25
29403,5768,107082.5
29404,566,38659
29405,7304,235019.75
29406,5630,218866.25
29407,8919,182945.75
29409,8,1428
29410,4978,121505.25
29412,11331,170563
29414,10072,160435.75
29418,6069,216994.75
29420,4577,79067
29424,19,737.5
29425,28,2563
29429,361,5368.75
29439,1317,17763
29440,5,62.5
29445,16118,284580
29451,3149,42193
29455,896,15162
29456,7775,163764
29464,13974,248828.75
29466,10998,156291.5
29472,16,354.25
29482,1022,17016.25
29483,16563,338828.25
29485,15352,217176.75
29486,4173,65566.25
29492,4762,119139.5
29501,10116,297613.75
29505,3844,89070.75
29506,2540,71272
29526,9890,260030
29527,3164,53085
29532,3698,93758.25
29540,11,1075.25
29541,250,4426.25
29566,7274,140334.75
29568,4060,66315.5
29572,4002,113313.25
29575,8992,143279
29576,12643,223612.5
29577,10292,337509
29579,12037,265745.75
29582,11601,229844.25
29585,5352,98347.75
29588,14246,243369
29601,3048,105802.75
29602,1,28.5
29605,10683,316476.25
29606,12,1047
29607,10835,458538.25
29609,8574,195167.5
29611,9545,220265.25
29613,22,2378.5
29614,1,301.25
29615,9645,303514.25
29617,7850,155669.75
29621,10560,242209.5
29624,4881,118044
29625,7279,192629.5
29626,3308,80971.75
29627,185,2624.75
29630,1194,30953.5
29631,2352,64824.25
29634,42,5280.25
29640,10818,212668.5
29642,10670,194686.25
29644,2928,88604
29650,10839,254540.25
29651,14151,303022.5
29657,2641,57198.25
29662,4614,94164.75
29665,67,594.5
29670,876,19585.75
29671,2134,49533.75
29672,1240,42147
29673,8244,226250.25
29678,2932,95336.5
29680,7801,137388.5
29681,17137,314499.25
29684,783,12205
29687,11294,214311.25
29690,4163,89662.25
29691,4,89.5
29693,12,460.25
29696,11,2049.75
29697,1,2.75
29707,10122,176570
29708,8873,178373.25
29710,2467,38669.75
29715,8399,162164.25
29720,6593,154882.5
29730,11010,304126
29732,11608,205388.75
29733,42,5679.5
29745,483,10705.75
29801,8696,191751.5
29803,13489,239634.25
29805,22,405.75
29809,1081,18226.5
29816,14,125
29821,52,810
29828,450,6275
29829,3874,89114.5
29831,67,2731.75
29834,143,1955.25
29841,11826,203805.75
29842,2982,64833.25
29850,12,116.75
29851,3723,55282.25
29860,3890,65223.25
29902,2763,63566.75
29904,84,7675.5
29906,3171,61003
29907,760,13059.5
29909,1,7.5
29910,655,20529
29915,187,2513.25
29920,15,89
29926,5360,99030.75
29927,1,29.75
29928,6289,113579.75
29935,504,11288
30002,1063,20348.5
30004,15160,321910.25
30005,8492,205546.25
30008,5720,93635
30009,3805,113616
30011,1319,28923.5
30012,7716,202115.75
30013,6929,215566
30014,3,32.5
30016,9199,120164.25
30017,6815,93644.75
30019,8906,156740.75
30021,1879,50023.5
30022,15410,244432
30024,19199,475916.75
30028,548,12414
30030,4096,92143
30032,7471,147054.5
30033,4435,97543.5
30034,10493,182005.25
30035,4933,133748.75
30038,9486,158199
30039,11269,148816.5
30040,14530,263043
30041,14110,258762
30043,18919,413867
30044,18018,234623.5
30045,9100,119871.5
30046,8900,273837.75
30047,14982,254567
30052,13255,215052.25
30058,14444,233900.75
30060,8133,238299.5
30062,18416,358456
30064,11370,165102.25
30066,17026,343543.5
30067,8100,220960.75
30068,8866,141272.5
30069,124,10867.25
30071,5104,390197.75
30072,26,273.25
30075,15153,232455.5
30076,8854,228993.25
30078,9672,172556
30079,654,15316.75
30080,9089,204555.25
30082,6309,137697
30083,8438,232807.25
30084,9152,328279
30087,8704,136347
30088,4585,52321.5
30090,11,572.25
30092,5813,156577.25
30093,7059,272428
30094,8761,141990.5
30096,11658,418045.25
30097,12436,234891.5
30099,7,3405.25
30101,16647,240456.5
30102,8258,129369.5
30103,64,13145.75
30106,5769,124378
30107,150,2028.5
30111,87,861.5
30114,6821,136289.75
30115,7067,142907
30116,604,18754
30117,3989,158061.5
30118,12,914.5
30120,194,2470.25
30121,205,5001.75
30122,4817,242162
30126,9911,175036
30127,17426,247884.75
30132,7108,122370.25
30134,9486,173731
30135,15099,236586.5
30137,31,633.25
30141,5666,113993.75
30144,12089,348372.75
30147,258,4668.25
30152,9635,172188.75
30157,7864,118811
30161,5603,160023.5
30165,5312,154334.5
30168,4774,192332.75
30173,45,520
30180,4,40.25
30187,406,6064.25
30188,16064,243502.25
30189,6298,94362.75
30205,153,2333.75
30213,9820,238481
30214,8714,202260.5
30215,10329,151568.5
30223,778,8772
30228,13575,182954.25
30234,75,796.25
30236,10461,222861
30238,9574,119886.5
30248,7628,140083.25
30252,12502,171589
30253,16359,354524
30260,5775,231066.75
30268,2096,46322
30269,8022,201227.75
30273,4497,54550.75
30274,6748,124279.75
30276,774,12451.5
30277,2435,30378.75
30281,18118,337241.5
30288,2029,54239.25
30290,2732,55848
30291,5225,136969.5
30294,12443,215172
30296,6189,70923
30297,4748,265890.5
30303,440,60680.25
30305,2879,83617
30306,3657,56188.75
30307,2877,62441
30308,1181,58947.25
30309,1973,69061
30310,5170,130982.5
30311,4061,84096.75
30312,2521,71316.25
30313,477,37930.5
30314,3486,62783
30315,5078,130500.25
30316,6251,125940.5
30317,2205,30945.75
30318,8259,350597.75
30319,6332,114760
30322,80,10940
30324,2512,117905.5
30326,149,22498.75
30327,4310,89307.5
30328,5973,152148
30329,2708,91458.25
30331,11328,247292
30332,27,2736.5
30334,5,2143.5
30336,903,500874.5
30337,1963,134335.5
30338,7324,146078
30339,3770,164916.25
30340,4345,227345.75
30341,5018,208620
30342,4083,99424.25
30344,4861,180287.75
30345,3027,74230.5
30346,163,36734.25
30349,18490,446881
30350,4936,117756.5
30354,2331,184787.75
30360,3056,104918.5
30361,31,1078.25
30363,85,15551.75
30369,12,1916.25
30375,3,1087.5
30458,5157,174827.25
30460,31,5877.5
30461,809,26253.25
30501,6571,237848.25
30504,3543,117469
30506,680,10748.75
30507,1102,53029.5
30517,1271,17575.5
30518,10919,308795.75
30519,11123,193697
30542,5753,123382
30548,1728,34498.75
30564,6,685.5
30565,33,1820.75
30566,1835,62893.75
30601,5798,191129.75
30602,124,18663.75
30605,8850,198322.75
30606,11939,259724.75
30607,2651,74513.25
30619,3,29.5
30620,25,445
30621,60,1766.25
30622,1600,65590.75
30646,498,9241
30655,9,191.25
30677,3605,82090.75
30680,3,115.25
30683,596,11917
30701,5208,240991.25
30705,2319,123609
30707,449,5492
30720,5116,274553.25
30721,6094,393981.75
30724,3,25.25
30725,1264,23824
30735,221,4461.5
30736,9374,171668.75
30738,1,15.75
30740,20,345.75
30741,9822,161797.5
30742,2346,66767
30750,669,11659.25
30755,13,2036.75
30757,196,3093.5
30802,76,5704.75
30805,157,2524
30809,14107,245859.75
30813,11050,194434.75
30815,8677,131225.5
30901,7021,239175.75
30904,10059,193281.75
30905,943,54287
30906,20356,443740.5
30907,15673,286493.75
30909,12841,282443.5
30912,2,1348.75
31005,4663,71081.5
31008,2753,49370.25
31020,8,2550.75
31028,2148,48935
31030,294,5238.25
31032,14,447.75
31047,997,16083.25
31052,396,6081.75
31088,17098,354647
31093,8933,176941
31098,1028,95288.5
31201,3183,93156.75
31204,9175,161158.25
31206,9652,242461.75
31207,15,2126.75
31210,5988,138131.5
31211,3586,71180
31213,2,812.75
31216,258,5877.75
31217,3671,111642
31220,932,24585
31296,2,587
31301,582,6234.75
31302,452,9561.75
31313,5494,118034
31314,141,15398
31315,531,26295.25
31322,7123,179975.25
31324,18,371
31333,5,75.25
31401,5350,117363
31404,6676,122500
31405,10163,235928
31406,7346,165540.25
31407,1005,85837.5
31408,2899,270606
31409,147,14731.75
31410,5326,73427.75
31411,1133,15579.5
31415,3863,113846.5
31419,10686,200543.5
31520,1115,28582.75
31523,1143,21043
31525,1855,35589.75
31601,7643,295582.25
31602,7983,173690.75
31605,5094,76945.25
31606,619,13873.25
31632,570,9562.5
31636,8,94.5
31698,2,1582
31701,6187,171018
31704,93,10305.5
31705,7383,272543
31707,6239,193214.25
31721,5307,86780.75
31763,5475,99953.25
31782,3,45
31791,59,978.75
31808,113,6671.75
31820,277,8686
31901,2950,112566.5
31903,6181,114777
31904,11158,244215.5
31905,3067,139470.5
31906,6635,133770.25
31907,17565,361022.5
31909,11178,251814.75
31999,28,1590
32003,9117,187225.25
32009,205,2680.25
32011,48,822.5
32043,4437,79678.75
32065,11028,219802.25
32068,13908,248324
32073,12429,278749.5
32080,8344,152382.5
32081,4141,93384.75
32082,10551,217915.25
32084,7282,148443
32086,8511,160248
32092,3580,73122
32095,237,8954.25
32099,4,3882.75
32110,1301,39405.25
32114,8109,261750.75
32117,8653,193964
32118,5724,128086.5
32119,7114,168529.5
32124,1682,44209.75
32127,11990,236384.25
32128,7379,181665.75
32129,7641,148059.75
32132,3522,76854.5
32136,3840,80059.5
32137,17522,409893
32141,7298,144794.25
32159,12905,240708.75
32162,30403,593371.75
32163,4626,126657.5
32164,16467,306909.75
32168,10439,216932.75
32169,4898,106111.5
32174,18661,419039.75
32176,7545,152281.25
32179,261,3434
32195,313,5951.25
32202,764,70130.5
32203,2,1549.75
32204,2165,80907
32205,7817,136160.5
32206,6351,163631
32207,9764,261459.5
32208,9802,158415.75
32209,10402,196602
32210,16849,306344.5
32211,7872,164110.75
32212,441,41719
32214,15,5264.5
32216,10497,278640.25
32217,5343,139579
32218,17524,503191.5
32219,4754,176459.75
32220,4861,127342.25
32221,9393,182184.5
32222,3559,64743.75
32223,7950,140997.25
32224,9670,248784.5
32225,16457,314288.25
32226,5468,167655
32227,559,25509.75
32233,6384,108697.5
32244,16882,321840
32246,14063,312946.5
32250,9476,195207.5
32254,4525,295904.75
32256,9951,413152.75
32257,10680,241844.75
32258,9496,199942
32259,14272,268704
32266,2473,43527.75
32277,7156,133286
32301,4659,144872.5
32303,8651,188080.5
32304,5089,192507.25
32305,2489,48724.5
32307,13,3414.75
32308,4577,124226.25
32309,5915,97144.75
32310,2176,64087.5
32311,4296,91128.75
32312,6630,128937
32317,3337,58302.25
32333,7,129.75
32399,143,17754
32401,6800,165208.25
32403,931,51337.75
32404,12479,219039
32405,9808,260369.25
32407,4444,116885.75
32408,7495,148692.75
32409,1905,29506.5
32413,9844,178728.25
32444,6787,130948.25
32459,2630,34217.25
32466,1202,14875.75
32501,3977,84022
32502,1967,60955.25
32503,10719,235855.5
32504,7967,209931.25
32505,9321,225261
32506,11144,220080.25
32507,9760,179644.25
32508,418,47734.5
32509,43,2953.75
32511,43,5990.75
32512,2,1031.75
32514,11561,278510.5
32526,13010,239368
32531,18,205.75
32533,11639,238431
32534,5866,134361.75
32536,3093,80192.5
32539,3547,74797
32561,25,801.75
32570,9907,176367.5
32571,11163,209072.5
32577,8,120.75
32583,5435,103643
32601,3119,89217.5
32603,716,34640
32605,5097,95771
32606,5009,116397
32607,3972,101765.25
32608,8350,223807
32609,3876,133820.5
32615,3296,88540.5
32617,572,7168
32618,765,14728
32640,1,2.75
32641,3013,52704
32653,4436,92180
32667,2,13
32669,1154,23703.75
32701,4742,139988
32702,40,628.75
32703,14273,323824.75
32706,1,12.25
32707,10856,227851.5
32708,14045,299511
32709,193,3825
32712,15172,297227.25
32713,8308,159410
32714,7414,206397.5
32720,7415,142295.25
32724,9110,204665.25
32725,16140,297388
32726,6802,130216.5
32730,1241,46941.5
32732,2,19
32735,1567,26127
32736,1061,24649.5
32738,12618,203111.75
32744,1014,14044
32746,10938,301429
32750,8064,229319.75
32751,6280,181934.25
32754,2225,34807
32757,8611,193211.25
32759,559,8914.25
32763,5922,126675
32764,471,10342.25
32765,17007,419918.25
32766,5623,120629.75
32771,13906,377915.5
32773,8131,225457.25
32776,3507,72588.25
32778,8153,167917.25
32779,6574,156086
32780,13145,293271
32784,1857,41575
32789,8708,197099.25
32792,12462,347294.75
32796,7570,137027.75
32798,1517,28446.5
32801,1555,67631.75
32803,7118,170551.75
32804,6986,197055.75
32805,6171,176635
32806,8429,209210.5
32807,9093,216472.25
32808,11743,329382.75
32809,7203,389820.75
32810,8513,210548.5
32811,6630,202975
32812,8831,202068
32814,1549,39240.75
32816,102,24015.5
32817,9803,210628.5
32818,11243,229489.25
32819,9087,420163.75
32820,3333,64091.5
32821,4784,168147.25
32822,12249,311874.5
32824,12705,445183
32825,16881,359372
32826,6811,160646.25
32827,4172,132050
32828,16614,368431.75
32829,5271,119491.25
32830,20,586.25
32831,122,7959.75
32832,5275,121642
32833,3381,67031.5
32835,8777,211807.5
32836,6741,244447.25
32837,13625,450185
32839,6824,212161.25
32887,13,4753.75
32901,8399,234078.25
32903,4833,133987
32904,11290,296309.25
32905,7491,208440.75
32907,15693,278983.75
32908,4358,77484.75
32909,11382,227080.25
