zip,qualified,kw_total
33305,3819,89874.25
33306,1198,40906.5
33308,6288,214022
33309,6970,236955.5
33311,16166,376444.25
33312,14895,338253.5
33313,8380,262273.5
33314,6046,173770
33315,4403,125899.25
33316,3219,142618.5
33317,10519,307752
33319,3963,118126.25
33321,7,228.5
33322,9488,230984.25
33323,5667,163173.75
33324,9632,274262.5
33325,8959,224533.5
33326,7703,214260.25
33327,6323,145757.25
33328,8577,218069.5
33330,5253,155854.75
33331,7397,239587.75
33332,3503,101272
33334,9009,233804.75
33351,4516,133791.25
33388,2,1945
33394,4,1727
33401,4791,158095.25
33403,3387,103874.75
33404,8616,279231.75
33405,6915,122398.25
33406,6672,162536.75
33407,7816,242640.75
33408,5054,157099.5
33409,6097,188239.5
33410,10664,292620.75
33411,1796,60735.75
33412,345,12267.75
33413,2683,53062.5
33415,7246,190877.5
33417,5546,179293.25
33418,11679,332073
33426,6568,218338.75
33427,75,4696.5
33431,4832,221712
33432,4363,161988.25
33433,7205,203778.75
33434,2929,87109.25
33435,9163,207768.25
33436,13923,324538.5
33437,2596,79055
33441,6371,186584.75
33442,6211,268556
33444,5945,147116.5
33445,8348,267968.25
33446,101,2762
33455,8908,204016.25
33460,9303,158081.75
33461,8535,222216.5
33462,9607,231761.25
33463,11436,241944.25
33467,111,2135.25
33469,5,130
33472,1456,26515.75
33480,3007,102035
33483,3930,121018
33484,3739,101646.75
33486,6514,176105.25
33487,2884,151958.5
33496,1625,46951.25
33499,54,14512.75
33510,7597,149493.75
33511,13623,309390.25
33523,4,97
33527,4845,86847.5
33534,4426,92431.5
33543,7692,160050.5
33544,3738,87640.75
33545,3,302.25
33547,5305,117619
33548,2240,53792.25
33549,5690,113062.25
33556,8788,222838.25
33558,6951,171275.75
33559,3810,73121.5
33563,7224,195918.25
33565,4554,71534.75
33566,6359,170341.25
33567,1968,37284.5
33569,8331,155134.25
33570,4788,101746.5
33572,7766,188255.5
33573,9158,230463.25
33578,12626,284347.5
33579,9491,181805.75
33584,7875,147287.75
33592,2372,51837
33594,11468,195223.5
33596,9746,200598.5
33598,3455,80167.5
33602,2263,104346.25
33603,5709,88408.25
33604,9645,132020.75
33605,6328,222467.5
33606,4305,115721
33607,7156,242091.5
33609,5340,125411.25
33610,10243,333473
33612,10094,249967
33613,5787,148819.5
33614,10819,285503.75
33615,12088,247724.75
33617,9193,208267
33618,7886,180127
33619,10710,552487.5
33620,152,26719
33624,12076,233486.5
33625,7672,154817
33626,8537,220975.5
33629,6864,116525.75
33630,6,462
33634,6118,295240.5
33635,4847,99711
33637,3625,95881.25
33647,16287,402171.75
33701,3235,93052.5
33702,9567,174585
33703,8775,148274.25
33704,5780,83934.5
33705,8242,134653
33706,6361,155899.75
33707,8371,159343.25
33708,6217,130340.5
33709,8661,171028.75
33710,12479,245906.75
33711,5561,123666.25
33712,7532,162108.25
33713,11274,194594
33714,6322,115240.5
33715,1857,61791.5
33716,2232,160732.75
33730,2,1469.5
33744,39,7316.5
33755,7284,129093.75
33756,9059,201934.25
33759,4652,128516.75
33760,3727,149212.5
33761,6122,160740.5
33762,2599,175210
33763,4221,107605.75
33764,8970,197035
33765,4189,144361.75
33767,2043,61022.75
33770,8241,158187.75
33771,10127,217911
33772,8570,170326.75
33773,7387,218984.25
33774,6021,134973.25
33776,4968,100727.25
33777,5994,150551.75
33778,6337,114082
33781,9321,210495.75
33782,8174,165174.75
33785,2451,52955
33786,919,22849.75
33801,10526,240773.25
33803,10276,236628.75
33805,6793,205594.75
33809,8853,200532.5
33810,13872,281869.5
33811,8159,237463.75
33812,4691,97755
33813,12554,296867.25
33815,5348,147095.5
33823,11516,274665.5
33825,6830,132040.75
33827,504,8965.5
33830,9070,220421.5
33837,11066,201116
33838,1614,25699.5
33839,1199,25014.25
33843,1326,39236.5
33844,12475,232153
33846,50,565.5
33848,44,484.5
33849,0,
33850,2908,56162
33852,257,4296
33853,4604,119221.75
33856,209,2508.75
33859,4236,99257
33860,7358,160143
33868,1163,19769
33870,10664,224419
33872,5194,106764
33875,2829,47606
33876,1507,30560.25
33880,13283,291403.25
33881,12975,259476.25
33884,12130,274005.25
33896,4641,85144.75
33897,9812,202376.25
33898,4070,66531.75
33901,5920,184473.5
33903,10990,218583.5
33904,14716,358443.75
33905,12554,287035.75
33907,5228,201166.25
33908,14982,399856
33909,9894,209907.5
33912,7910,266782
33913,8420,259238
33914,17103,375768.5
33916,5416,172528
33917,14242,255238.5
33919,9523,294551.25
33920,2698,50979.25
33921,943,19851.5
33922,2443,43879.25
33924,688,15334
33928,8953,244760.5
33931,5675,96584
33935,5,64.5
33936,8865,166382.75
33946,1898,45163.5
33947,5113,115460
33948,7798,190895.75
33950,11095,314145.5
33952,14453,286943.5
33953,3546,76853
33954,4193,94556.5
33955,4639,92937
33956,2491,44098
33957,4789,110620.75
33965,72,11130.75
33966,3097,140540.25
33967,8637,183198.25
33971,8104,158226.75
33972,4604,73485.75
33973,2383,61343.75
33974,4917,75882.75
33976,4759,67850.75
33980,5562,135727.5
33981,5709,111706
33982,3072,71730
33983,5824,146167.5
33990,11982,280034.5
33991,8511,186940.5
33993,10077,183732.75
34102,5273,169526.75
34103,3989,126386.75
34104,8073,270617.75
34105,4717,152708.25
34108,6560,182933.5
34109,7526,273864
34110,8132,273995.5
34112,9056,249318
34113,6804,191300.25
34114,6940,159748.25
34116,7161,152201
34117,2315,42773.75
34119,10093,288410
34120,2546,68715.5
34134,6466,182486.75
34135,17512,437713.25
34140,331,4133.75
34142,1,7.5
34145,7346,210946.75
34201,1989,58274.5
34202,5527,139451
34203,13694,312357.5
34205,9511,192284.5
34207,11591,212006.5
34208,10283,219584.25
34209,11254,287706.5
34210,3996,122720.25
34211,2057,59908.25
34212,4196,98837
34219,6602,133736.5
34221,15619,317237.25
34222,5835,110374
34223,11258,240817.25
34224,9077,171206.25
34228,2653,77442.5
34229,3592,94742
34231,11830,264377
34232,11669,238244.25
34233,6962,185542
34234,7076,146279.75
34235,5355,118067
34236,3151,100750.25
34237,4812,113063.5
34238,7721,229835
34239,6538,136495.25
34240,3697,125578.25
34241,4664,109386.5
34242,4202,97112
34243,11118,363805.75
34250,245,3796.25
34260,1,3281.75
34269,1472,39924.75
34275,9565,209066.5
34285,9089,226570.5
34286,7762,116596
34287,12019,222931.25
34288,4851,92333.25
34289,733,29388.25
34291,3003,50337.25
34292,7067,183957.5
34293,18279,387665.25
34420,5456,102661
34428,923,22401.75
34429,2601,64577.5
34432,165,2055.25
34434,40,827.75
34436,405,6035
34442,2513,62625.5
34446,3419,65157.75
34448,2810,55324
34450,1524,34348.25
34452,3019,57139.25
34453,2347,48767.25
34461,1888,57038
34465,5188,81110.5
34470,6206,162461
34471,8449,236799.25
34472,9171,182079.25
34473,319,5679.75
34474,5283,236629.5
34475,3818,119094.75
34476,10223,190470.5
34479,4476,68469.75
34480,6585,133646.75
34481,6967,166991.5
34482,4910,102905
34484,984,25432.25
34488,1001,18566.75
34491,9253,178856.5
34601,2888,73347.75
34604,2520,68265.5
34606,11118,207823.75
34607,3470,76833.25
34608,12428,232916
34609,15449,323209
34610,5573,85613.5
34613,6388,133240.25
34614,615,12978.75
34638,5681,111132.75
34639,6604,127695.75
34652,11246,211600.5
34653,12237,222733.5
34654,7062,139768.25
34655,16711,352704.5
34667,16494,315172
34668,19903,353676.25
34669,5896,104798.5
34677,7708,198283.25
34679,23,271.5
34681,40,479.25
34683,12362,234088
34684,8927,170247
34685,5650,127285
34688,2709,64590.5
34689,10429,206901.5
34690,6390,97585.5
34691,10455,163290.75
34695,6368,116119
34698,12829,248014.5
34705,443,9534.5
34711,18497,404831.25
34714,5281,116786.5
34715,4045,71166.25
34731,3520,60890.75
34734,1459,27733
34736,228,3825.25
34737,517,15755.75
34741,8189,264935.5
34743,10673,204449.25
34744,11524,271420.75
34746,15738,362947
34747,11619,338925
34748,11591,279848.5
34756,993,20828.25
34758,12066,246887.5
34759,11279,230404.25
34760,361,7136
34761,12527,248130
34762,109,2809.5
34769,8415,165243.5
34771,4677,91347.25
34772,9345,180972.75
34785,3143,70377.25
34786,11874,300058.5
34787,18681,423565.25
34788,6424,114878.25
34797,506,9455.75
34945,1097,27733
34946,2843,67103.5
34947,3750,93284.25
34949,2402,59598.75
34950,5114,114690.25
34951,6576,126549.75
34952,16560,402802.25
34953,9099,178629.75
34957,9558,207387.25
34981,269,12710.5
34982,4610,94743.75
34983,15547,320304.25
34984,5976,132797.25
34986,8440,232443.25
34990,10229,279005
34994,5097,187233.5
34996,3716,123663.25
34997,11233,304565.75
35004,72,507
35005,1679,26963.25
35007,7891,168563.5
35014,64,2343.75
35020,10124,195127
35022,6748,205843.5
35023,5287,102079.75
35032,14,153
35040,2189,68643.5
35043,8,57.75
35044,1,43.5
35051,1,8
35055,4901,167260.25
35057,605,19019
35058,677,26639.25
35060,165,1354.25
35061,740,33483.75
35064,3573,84130.75
35068,2409,48039.25
35071,4951,83348
35072,9,100.25
35073,39,1023
35077,355,16509.75
35080,4916,62306.25
35094,3870,60621.25
35096,149,11040
35111,895,27960.5
35114,2030,23091.5
35115,1303,19174.5
35116,164,1824
35117,1916,23848.25
35118,637,8859
35119,13,110.5
35124,9064,227032
35126,2811,35059.75
35127,3381,52640.5
35147,431,2659.5
35149,28,307.25
35150,3309,94781
35151,308,17165.75
35160,2935,91904.25
35173,6428,110770.75
35176,21,196
35179,376,7994.5
35184,7,185
35188,32,4592.75
35203,910,97648.75
35204,3715,97173.75
35205,3292,74537
35206,6625,102899.5
35207,3103,93085
35208,4857,76678
35209,4772,228611.75
35210,5392,175808.25
35211,8437,176743.25
35212,3923,108035.75
35213,3959,72560
35214,6147,110996.5
35215,11468,231140.25
35216,6722,168858.75
35217,5196,159982.5
35218,2505,45663.75
35221,1996,41899.25
35222,2616,124171.75
35223,3693,77444.25
35224,2420,36688.5
35226,9870,163036.25
35228,3049,40119.25
35229,6,2858.25
35233,677,62296.75
35234,1815,64939.5
35235,6127,113538
35242,15772,311749.5
35243,5323,122646
35244,8908,224235.5
35254,77,5067.25
35294,223,37979.75
35401,8793,285085.75
35404,5271,105988.5
35405,10139,245382.75
35406,4169,91115.5
35444,11,241.75
35449,5,130.25
35452,17,207
35453,2362,55134.75
35456,535,8714
35463,36,894.25
35473,4442,89926.75
35474,756,19019
35475,2220,40435.5
35476,2682,67045.75
35490,179,29095.75
35601,10504,218201.25
35603,6660,112466.5
35611,7479,181067.75
35613,7975,155779.5
35614,1361,28986
35616,26,935.75
35630,10265,290073.25
35633,2525,46682
35634,935,23424.5
35645,240,5998
35649,21,175
35660,3369,68354
35661,5484,155460.75
35671,935,21983.25
35673,572,9747.5
35674,3220,71619
35741,1451,30580.25
35748,396,7242
35749,9192,160257
35750,65,842
35754,108,4690
35756,5950,114811.25
35757,5944,108792.75
35758,15412,361627.75
35759,2337,46510.75
35761,1904,29563.75
35763,6382,125101.75
35773,641,17571.75
35775,64,6542.5
35801,9711,222252.25
35802,6882,175693.75
35803,10008,211512
35805,6772,204194.25
35806,6941,237876.75
35808,981,66616
35810,11520,197937
35811,12383,272456.5
35816,3989,134310.25
35824,2669,141320.5
35896,4,916.5
35899,8,1017.75
35901,2769,74973.75
35903,2786,66867.25
35904,1786,52736.25
35905,30,1105.5
35906,85,4186.5
35950,4187,109616
35951,948,29908.25
35954,1444,43558.75
35956,207,4443.5
35957,2208,71747
35976,1506,49573
35980,67,1329.25
36020,417,9145.75
36022,1027,15189
36025,965,16725
36043,123,10684.75
36054,4665,80376
36064,114,1606
36066,6025,126645.75
36067,5515,121086.5
36068,1,247.5
36079,712,27649.75
36081,2086,61021.25
36082,25,4111.25
36092,2202,58230.5
36093,1655,28715.25
36104,3353,125297.75
36105,2708,43713.25
36106,4639,95931.5
36107,2370,41008.25
36108,7033,223514
36109,7637,184194.25
36110,4183,92666
36111,3594,77946.75
36112,265,28029.25
36113,171,4935
36114,23,2047.25
36115,166,9063.75
36116,11076,220555
36117,15769,320670.25
36130,10,2752.25
36131,2,656
36201,2977,81710.5
36203,2337,79431.25
36205,152,16297
36206,1756,43754.25
36207,3064,111518.25
36250,1,164.25
36260,14,550.75
36265,1911,49100
36268,103,1706
36277,209,3419.5
36301,7984,211931.5
36303,7290,265845.75
36305,2869,70841.25
36312,1,14.75
36321,16,470.5
36322,1222,36878.75
36330,7660,200341.5
36345,1356,32675.75
36350,618,17974.75
36351,18,425.5
36360,2668,80635.5
36362,389,20923.25
36376,1,75.5
36509,362,11675
36511,26,1329.75
36523,265,4390.5
36526,9364,212367.25
36527,3569,100090.25
36530,57,1564
36532,9848,211159
36535,6663,188953
36541,2323,37932.5
36542,4375,108936.25
36544,1771,31437.75
36551,3425,89645.75
36555,183,2276.75
36561,3496,81512.5
36567,3001,75245.75
36571,4528,119953.75
36572,1057,18766.25
36575,6221,113604.5
36576,1927,30020.25
36580,874,23970.75
36582,7693,211410
36587,256,2987.75
36602,765,63786.25
36603,2723,85378.25
36604,3629,66626
36605,9238,163521
36606,6089,149400
36607,2795,87676.25
36608,10021,267701.5
36609,5850,145716
36610,5143,136229.5
36611,2175,48899.25
36612,1615,36233.25
36613,4232,69258.75
36615,140,26422.5
36617,4761,89170
36618,5193,94792
36619,5346,122674.5
36628,3,570.25
36693,6030,154763.75
36695,13968,276036
36752,8,213.5
36801,4725,152165
36804,937,29645.75
36830,5456,125947.75
36832,1210,55418.5
36849,172,20834.5
36856,272,4808
36867,6966,125504.75
36869,7083,142556.75
36870,5249,83197
36875,215,3800.75
36877,2791,50708.5
36879,35,539.25
37010,46,551.25
37013,23261,390390.25
37014,70,890.5
37015,0,
37027,17919,365325.5
37040,15180,398058.75
37042,22262,343650
37043,12752,239833
37044,1,187.25
37064,15130,300687.75
37066,572,18436.25
37067,7947,212260.75
37069,6513,100730.25
37072,7332,175088.75
37075,19865,399577
37076,11797,192084
37080,16,165
37086,11451,330475.75
37115,10904,268691.5
37122,7207,103492.25
37127,4517,109719.25
37128,14927,248595
37129,13482,316130.5
37130,12421,273270
37135,4430,69864.75
37138,9439,156605.5
37153,1058,17074
37167,16576,369655.25
37189,1265,32381.75
37191,230,4304.25
37201,168,15616.75
37203,3103,177757.5
37204,4622,162209.5
37205,7127,148934.25
37206,8283,111416.75
37207,11832,273447.25
37208,4762,95889.25
37209,10337,270209.25
37210,4783,283003.5
37211,19413,448277.75
37212,3751,90053.25
37213,93,22555
37214,11285,259140.5
37215,6857,136787.75
37216,6992,88055.75
37217,7425,190560
37218,5260,102506.75
37219,107,11761.25
37220,2147,37711.25
37221,9511,157054
37228,153,55873.5
37240,12,408.25
37243,7,317
37246,4,679
37310,41,682.25
37311,9013,252890
37312,10506,272237.25
37323,8278,160348.75
37336,42,725
37341,2716,44927.25
37343,14256,258281
37350,686,10407.75
37351,172,1392
37353,74,1020.75
37354,1717,41682.75
37355,3682,88946
37360,228,4092.75
37363,5755,84050.25
37377,2780,42578.75
37379,7926,133672.25
37385,4,180.5
37388,5190,138020.75
37402,472,45855.5
37403,852,49447.75
37404,4337,104215.5
37405,3773,104985
37406,4764,187052.75
37407,2745,79888.25
37408,1000,61168.5
37409,818,11861
37410,1221,49436.5
37411,5091,88118.25
37412,6491,118224
37415,6571,126954.75
37416,4782,129183
37419,2503,64782.75
37421,14982,421656.5
37450,2,354.5
37601,8733,232151.5
37604,9871,256878.25
37615,3877,91774.25
37617,4,37
37618,166,7495.75
37642,1620,28827
37643,6091,140957.5
37645,1003,15327
37658,622,8662.75
37659,1824,36060.25
37660,8712,233467.75
37663,2102,42349
37664,5324,91020.75
37665,1422,16977
37682,2,77
37686,1024,35584.25
37692,6,167.25
37694,224,3171.5
37699,1,4787.75
37701,3186,103652.5
37708,117,1873.5
37710,76,949
37714,49,890
37716,7679,185249.75
37721,4588,71103.25
37737,3128,55810.75
37738,1123,27588.25
37742,2276,38260.75
37754,1827,27186.5
37769,865,10712.75
37771,2555,60810
37772,3257,73898
37774,2049,68521.75
37777,4508,102420.25
37801,9153,207997.25
37803,11399,183827.5
37804,10186,186519
37806,722,10436
37813,3470,163665.5
37814,5979,157297.5
37821,1,37.25
37830,5763,169112.75
37840,601,13332.75
37846,36,383.5
37849,9761,169316.75
37853,1580,38122
37860,433,10905.25
37861,5,81.25
37862,6550,161599.5
37863,3124,90142.25
37865,5529,102561.75
37871,213,3396.25
37876,1647,38041
37877,383,19133
37885,731,42679.5
37886,733,14677.25
37890,625,14570.75
37902,267,18681
37909,3838,112345.5
37912,6779,153034.25
37914,7834,184504.25
37915,1237,37163.75
37916,717,42837.5
37917,9465,200979.25
37918,16014,280549
37919,8548,208484
37920,14272,251684.25
37921,10075,222098.75
37922,11951,227061.75
37923,7714,164499.75
37924,4665,91000.5
37929,1,388
37931,8982,174175.75
37932,5601,136802
37934,8845,167476.75
37938,6886,117094
37950,9,3029
37996,60,9059.75
37998,14,1989.5
38002,10962,190140
38016,13512,236439.5
38017,7980,121154
38018,11765,193284.25
38028,260,7499
38053,1804,39258.5
38101,3,2978.5
38103,2424,91049
38104,4610,114139
38105,1200,44393.25
38106,8063,274588.75
38107,4739,95584.25
38108,4910,104402
38109,14280,256904
38111,6670,117328.75
38112,3945,104745
38114,6932,167612.25
38115,9709,280280.75
38116,8307,281607.25
38117,6490,117194
38118,10392,819897.5
38119,7435,170329.25
38120,3882,93071.25
38122,5302,108236.25
38125,9250,177897.75
38126,1376,49926.5
38127,9293,148121.25
38128,9707,180522.75
38131,41,7302
38132,93,22239
38133,7016,202533.75
38134,9593,273950.25
38135,9490,129352.25
38136,4,1847.25
38137,71,8320.25
38138,6654,131256
38139,4628,79121.25
38141,8185,295819.25
38152,32,1461.75
38163,5,947.5
38166,7,1952
38301,9481,276032
38305,13439,350903
38343,611,18166
38355,141,2565.5
38356,10,393.75
38362,554,12196
38401,7365,174085.25
38501,6465,189090
38505,12,1316.5
38506,1465,72441.5
38637,5854,102402
38641,4,36.5
38654,11954,317952.25
38655,6140,157412.75
38671,9246,247680.5
38672,1685,30849.75
38677,83,8466.75
38680,1419,22216.5
38801,5772,224191.5
38804,3104,152213.25
38826,511,25966.5
38862,133,2347.5
38863,27,564.25
38866,166,5434.5
38868,11,9777
38879,92,1503.25
39041,508,11794.25
39042,9565,197791
39046,5523,147259.5
39047,10862,174082.75
39056,7697,174481.75
39058,6,638
39071,11,161.5
39073,2384,47379.5
39110,14869,369299.75
39154,1615,45748
39157,7064,209507.5
39167,8,138.75
39170,627,12375.75
39174,68,4250
39201,671,60275.75
39202,2051,66857
39203,1750,39424.5
39204,3565,125342
39206,4725,122894.5
39208,8783,247217.75
39209,6535,182146.25
39211,5761,122052.75
39212,7109,127262.75
39213,6988,154341.5
39216,1145,57424.5
39217,6,1016.75
39218,2130,74834.25
39232,2738,135009.25
39272,4200,88304.75
39301,4293,156638
39305,1859,45076.5
39307,2538,74831.75
39342,279,5891.5
39401,8515,248482.25
39402,6712,219841
39406,28,6672
39437,121,4680.75
39440,5154,157595.75
39443,1047,26590.75
39452,20,274.75
39465,2939,64242
39475,57,903.75
39501,8283,219709
39503,18532,428279.5
39507,5962,146841.5
39520,6878,130553.5
39525,3249,42308
39530,3133,66741
39531,5306,123151.75
39532,11973,238911
39534,147,33710.75
39540,2519,69318.5
39553,6276,115937.75
39556,1334,19927.75
39560,7113,151752.5
39562,3532,65380
39563,5888,114234
39564,13713,242918.75
39565,5752,97998.25
39567,4394,111633.25
39571,5436,98971.5
39574,297,5123.5
39576,2599,51136
39581,3793,134109
39595,31,3059.75
40014,3600,65118.5
40023,61,1268.75
40025,91,1413.75
40026,1908,31753.25
40041,23,1210
40047,7585,123451.25
40056,1168,14372
40059,6933,118038.25
40071,34,463.5
40109,1187,23074.75
40118,4511,76061
40162,58,1023.5
40165,4610,88348.75
40177,66,627.75
40202,869,80077.25
40203,4520,107902.25
40204,4774,59948.25
40205,8088,103184.75
40206,5605,98008.25
40207,8883,150098.5
40208,3798,92430.5
40209,547,87705.75
40210,5475,134087.5
40211,8335,113816
40212,6359,68781.25
40213,7006,191517.75
40214,15050,333224.75
40215,7185,75090.75
40216,16543,282043.5
40217,5239,59562.75
40218,9260,254495
40219,13638,300664
40220,10548,156912.5
40222,6182,120715.5
40223,6824,156458.75
40228,6783,102567.25
40229,14166,241195.75
40241,8535,183116.25
40242,3301,43159.75
40243,3413,68488.5
40245,8909,151555.5
40258,10553,262007.5
40272,14036,199125.25
40291,13472,194695.75
40292,12,637.75
40299,13829,363821
40356,2774,87130
40403,3179,65824.75
40461,47,672.5
40475,4139,85840.5
40502,8446,141239
40503,9698,183457.5
40504,6543,132795
40505,9594,199617.75
40507,514,16148.5
40508,4952,118337.5
40509,11390,229541.25
40510,765,50098.25
40511,10762,328371.5
40513,3851,63904.25
40514,5464,63673
40515,11223,148723
40516,652,9252
40517,9422,154956
41001,5642,87847.75
41005,979,43679.25
41007,1161,14676.25
41011,7542,118940.75
41014,2396,27224
41015,7003,99364.75
41016,1975,23374.75
41017,12235,235454.75
41018,8183,133094
41042,11077,426645.5
41048,2048,191755.5
41051,9567,149955.25
41059,1168,14146.5
41063,260,3499.75
41071,5663,95892.5
41073,2027,20505.25
41074,1738,19238
41075,4921,60537.25
41076,5007,121308
41085,202,1986
41091,4366,64175.75
41094,2119,73822.5
41101,6153,105233
41102,2476,50338.75
41129,704,11988.75
41139,2792,38824
41144,22,1802.25
41169,1470,29666.5
41175,24,1193.5
41183,680,8269.5
42001,7888,247765.5
42003,6340,153834.75
42058,258,4757.5
42101,10809,359527
42103,5382,127654
42104,9906,225438
42122,737,10967.5
42223,3732,182183.5
42234,22,384.25
42262,1024,16026.25
42286,55,1282
42301,11832,264595.25
42303,11816,280487.5
42366,275,8207
42420,3,117.5
42701,8345,259696.5
42724,244,12286.75
43002,0,
43004,7639,132602.25
43015,11,224.5
43016,9392,209143.25
43017,11800,276838.25
43021,791,13600.25
43026,16361,350166.75
43031,150,3320.25
43035,4257,106725
43054,6873,161806
43062,616,7728.25
43064,351,9076
43065,9275,170175.75
43068,14140,254128.5
43081,15908,292333
43082,8231,178338
43085,6801,142702.75
43109,16,229
43110,2172,40548.25
43119,6970,93055.75
43123,9769,243125.75
43125,992,39729.5
43147,5452,91915
43201,5724,103643.25
43202,4446,59095.25
43203,2077,25744.5
43204,13931,209707.5
43205,3522,44864
43206,8199,77663
43207,12474,337420
43209,7101,119016.5
43210,224,43772.75
43211,8050,105840.75
43212,5020,111034.75
43213,7813,212145.25
43214,7721,120356.5
43215,2300,150334.75
43216,41,7343.75
43218,176,11583.5
43219,8168,278356
43220,7286,168900.75
43221,10202,174704.75
43222,1453,32672.5
43223,8595,144560
43224,11083,187586
43227,7150,100799.25
43228,13717,505019.75
43229,11310,279916
43230,15911,332781
43231,5213,96993
43232,11343,244836
43235,10567,223298
43240,1169,49285.75
43251,2,356.25
43291,21,14027
43402,100,1769.75
43412,121,1833.25
43430,332,5268.25
43434,47,333.5
43443,38,535.75
43447,1570,33160.25
43460,2217,31165.5
43463,6,29
43465,2011,47107.75
43469,33,530
43504,565,7923.75
43528,5281,125494
43537,9543,246648.75
43542,1584,24838.25
43551,13473,385091.25
43558,1014,33756
43560,8994,153049
43566,2482,48357
43571,2112,38112.25
43601,9,2616.5
43604,2128,77305.5
43605,8917,92712
43606,5740,98619.75
43607,7470,143827.75
43608,5648,54437.25
43609,6981,71111.75
43610,1479,17150.5
43611,7590,92709.25
43612,10426,232234.75
43613,9245,106920.25
43614,7883,143965.25
43615,9822,200003.75
43616,7545,145756
43617,2151,49750.75
43619,3236,94362.5
43620,1214,18101.75
43623,4991,95068.5
43660,1,351.75
43701,11550,249410.25
43830,281,4987.25
43913,673,8892.75
43926,124,2221.5
43938,660,16299.25
43943,1,3.75
43952,5458,92515
43953,663,12373.75
43961,187,1506.25
43964,1800,27129.5
44001,189,3286.5
44011,5731,141755.5
44012,5890,103182
44017,5649,106288.25
44022,1693,31711.25
44024,1820,29821.5
44026,1897,31749.75
44028,3895,71516.75
44035,14535,316976.25
44039,8498,154516
44040,825,14251.75
44044,1326,22612.5
44045,53,591.25
44050,2,17.25
44052,7394,100642.75
44053,1265,19976.5
44054,2132,38807
44055,5300,68315
44056,4367,125709.75
44060,19343,479916
44067,6447,111740.5
44070,9765,185183.5
44074,86,2091.5
44077,12382,240276
44087,6675,231183
44092,5725,111698
44094,11091,256563.5
44095,11548,164839
44101,3,4549.25
44102,12158,160117.25
44103,5544,118337
44104,4914,96155
44105,14182,208837.25
44106,4367,86249
44107,13624,140593.75
44108,6963,71363.25
44109,12607,142632.5
44110,5821,104015.75
44111,14462,165607
44112,6243,83749.5
44113,4065,89592.75
44114,1306,110203.75
44115,914,68896.75
44116,5469,92793
44117,2425,81188.5
44118,10225,110433.25
44119,4489,47415.75
44120,9758,94114.25
44121,8768,82893.75
44122,8553,185585.5
44123,4808,42701
44124,11799,196098.25
44125,10709,220841.5
44126,4759,57086.75
44127,2058,49009.75
44128,9499,220559
44129,10251,130462.25
44130,17666,402883.5
44131,8449,207191.25
44132,3632,62235
44133,9897,195462
44134,14325,164759
44135,10617,195189.25
44136,7340,157861.25
44137,8620,114887.5
44138,7100,115058
44139,6682,317979.75
44140,4562,49745.75
44141,3030,70036
44142,8047,190868
44143,7919,198859.25
44144,7946,125878.25
44145,9603,230108.5
44146,9912,323076.25
44147,5484,104720.25
44149,6826,181563.5
44199,3,664.5
44201,252,3968
44202,13,195.25
44203,7054,112807
44216,2265,32813
44221,8014,109760.5
44223,5475,106327
44224,10501,217450
44232,2,29
44236,6588,136220.75
44237,15,4010
44240,9885,218734.5
44241,136,2488
44243,62,13339
44260,5438,106686.5
44262,1474,21496.75
44264,1147,24990.25
44266,2353,31526.25
44278,6005,138524.25
44286,56,892.75
44301,5346,67975.5
44302,1063,10242.25
44303,1596,20921.25
44304,844,37762.25
44305,7101,100643.75
44306,7223,131605.25
44307,2083,30371.25
44308,186,21263
44309,1,2378.75
44310,6928,108422.75
44311,1855,48006.75
44312,11787,178219.5
44313,6034,107047.25
44314,6586,73172
44319,7787,133777
44320,5742,76698.75
44321,349,4990.25
44325,16,2186.5
44328,2,568.5
44333,2405,42985.25
44401,69,1044
44402,6,100.75
44403,519,14388.75
44405,2655,31416.5
44406,3215,74768.75
44410,2363,47024
44412,18,474.75
44418,55,741.75
44420,4260,57040.5
44425,2517,48675
44429,412,5804
44430,596,10957
44436,115,3358
44437,551,8766.25
44438,1421,31259.25
44440,650,14245
44442,30,341
44444,2132,35248.5
44446,5640,98539
44451,297,22626.75
44452,348,13634
44470,70,837.25
44471,3793,44014.75
44473,357,13601.5
44481,810,34035.25
44483,6871,152606
44484,4892,91600.5
44485,4017,60992.75
44491,18,222
44501,2,1624.5
44502,2361,62391.5
44503,155,14139.5
44504,1015,15834
44505,3408,79955.5
44506,1156,12048.25
44507,1590,23387.25
44509,4104,66476.75
44510,757,16040
44511,3692,44703
44512,7799,191288.75
44514,4710,96204.75
44515,6069,164721.75
44555,13,1916.5
44601,221,6403.75
44613,292,3620
44614,4278,71665.5
44622,4165,93903.5
44626,335,4482.5
44632,3529,77210.5
44641,7576,137982.5
44644,2,36
44646,16425,305853.75
44647,7953,129884.25
44662,1908,40069.25
44663,5648,128466.5
44666,397,6461.5
44685,9559,171238.5
44688,109,2677.5
44702,349,27422
44703,2521,22040.75
44704,1701,37281.5
44705,6739,108302.5
44706,8032,189633.25
44707,3794,104669.25
44708,8931,128163.5
44709,5741,78661
44710,3627,53136
44711,43,5726.5
44714,3085,36187
44718,4243,108297
44720,13925,362271
44721,5218,88950
44730,2904,50289.75
44750,5,1423.5
44767,9,2007.25
44824,7,1242.5
44839,108,4704.75
44843,35,463
44846,32,1638.5
44847,1,5
44870,10165,246308
44902,2125,53771.75
44903,3002,46618.25
